keys,ja,en,zh_CN,zh_TW,ko,ru
SKILL_1786,探索するほどお金が増える,"The more you explore, the more money you earn.",探索得越深，钱就越多。,探索越多，金錢越增加,탐색할수록 돈이 늘어난다,"Чем больше исследуешь, тем больше денег."
SKILL_1787,ゴミ溜めや霧の丘に出没する、ヘビ類のフレンズの生業。探索を1行うとお金が10増えます。(「ゴミ溜め」階で取得。以降は新規探索者確率付与でも),"The trade of snake-type Friends who frequent the Scrapheap and the Misty Hills. Every time 1 exploration is performed, money increases by 10. (Obtained on the ""Scrapheap"" floor. From then on, it can also be randomly granted to new investigators.)",出没于垃圾堆与迷雾之丘的蛇类Friends的营生之道。每进行1次探索，金钱便会增加10。(于「垃圾堆」楼取得。之后的新探索者也可能透过机率随机获得),出沒於垃圾堆與迷霧之丘的蛇類Friends的營生之道。每進行1次探索，金錢便會增加10。(於「垃圾堆」樓取得。之後的新探索者也可能透過機率隨機獲得),쓰레기장과 안개 낀 언덕에서 출몰하는 뱀류 프렌즈의 생업. 탐색을 1 진행할 때마다 돈이 10 증가한다.(「쓰레기장」층에서 획득. 이후에는 신규 탐색자 확률 부여로도 획득 가능),
SKILL_1788,広範囲にわたり廃棄物が堆積する階層「ゴミ溜め」からの生還者において、その後の別階層における探索活動において、顕著な成果の上昇が見られるという事例が報告されています。\n　当該階層は、見渡す限りゴミの山が広がり、足場も不安定、かつ有害な物質や未知の生物の存在も確認されている過酷な環境です。この階層からの生還者が、その後に行う他の階層の探索において、以前と比較して格段に多くの金品を発見、回収する傾向が認められる点です。\n　現在のところ、この能力向上現象に重大な弊害は確認されていません。生還者自身も、特に体調不良や精神的な不安定さを訴えるケースはなく、むしろ自身の探索能力の向上を自覚している例も見られます。そのため、調査隊内部では、この現象は転送耐性と同様に、特定の条件下での生還によって獲得される一種の「能力」として認識されつつあります。\n　もっとも、この能力獲得のメカニズムは依然として謎に包まれています。「ゴミ溜め」階層に行ったことが条件と思われていましたが、実験した限りでは能力獲得は認められませんでした。,"Cases have been reported where survivors of the ""Garbage Dump""—a floor where waste has accumulated over a vast area—show a remarkable increase in their performance during subsequent exploration activities on other floors.\n This floor is a harsh environment where mountains of garbage stretch as far as the eye can see, footing is unstable, and the presence of toxic substances and unknown creatures has been confirmed. The notable point is that survivors of this floor tend to discover and recover significantly more money and valuables during their subsequent explorations of other floors compared to before.\n At present, no serious adverse effects have been observed regarding this phenomenon of enhanced ability. There are no cases of survivors themselves complaining of poor physical health or mental instability; rather, some individuals are fully aware of the improvement in their own exploration capabilities. For this reason, within the research team, this phenomenon is increasingly recognized as a kind of ""ability"" acquired through survival under specific conditions, similar to teleportation tolerance.\n However, the mechanism behind acquiring this ability remains shrouded in mystery. While it was initially thought that simply visiting the ""Garbage Dump"" floor was the requirement, as far as experiments have shown, no acquisition of the ability was observed.",从废弃物大范围堆积的楼层「垃圾堆」生还的人员，已有案例回报指出，他们之后在其他楼层进行探索活动时，会出现显著的成果提升。\n　该楼层是个放眼望去全是垃圾山、立足点也不稳定，且已确认存在有害物质与未知生物的严酷环境。值得注意的是，从这层楼生还的人员，在之后进行其他楼层的探索时，相较于以往，发现并回收金钱财物的倾向明显大幅增加。\n　目前为止，尚未确认这种能力提升现象带来重大的弊害。生还者本身，也未特别出现体况不佳或精神不稳定的案例，反而有人能自觉到自身探索能力的提升。因此，在调查队内部，这种现象正逐渐被认知为，与传送耐性相同，是一种在特定条件下生还后所获得的「能力」。\n　不过，获得这种能力的机制，至今依然笼罩在谜团之中。原本认为条件是曾经前往过「垃圾堆」楼层，但就实验结果而言，并未确认到能力的获得。,從廢棄物大範圍堆積的樓層「垃圾堆」生還的人員，已有案例回報指出，他們之後在其他樓層進行探索活動時，會出現顯著的成果提升。\n　該樓層是個放眼望去全是垃圾山、立足點也不穩定，且已確認存在有害物質與未知生物的嚴酷環境。值得注意的是，從這層樓生還的人員，在之後進行其他樓層的探索時，相較於以往，發現並回收金錢財物的傾向明顯大幅增加。\n　目前為止，尚未確認這種能力提升現象帶來重大的弊害。生還者本身，也未特別出現體況不佳或精神不穩定的案例，反而有人能自覺到自身探索能力的提升。因此，在調查隊內部，這種現象正逐漸被認知為，與傳送耐性相同，是一種在特定條件下生還後所獲得的「能力」。\n　不過，獲得這種能力的機制，至今依然籠罩在謎團之中。原本認為條件是曾經前往過「垃圾堆」樓層，但就實驗結果而言，並未確認到能力的獲得。,"광범위한 범위에 걸쳐 폐기물이 쌓여 있는 계층「쓰레기장」에서 생환한 탐색자들이, 이후 다른 계층을 탐색할 때 눈에 띄게 높은 성과를 보인 사례가 보고되고 있습니다.\n　해당 계층은 시야가 닿는 곳마다 쓰레기 더미가 펼쳐져 있고, 발판도 불안정하며, 유해 물질과 정체불명의 생물까지 확인된 극도로 열악한 환경입니다. 그런데 이 계층에서 생환한 탐색자들은 이후 다른 계층을 탐색할 때 이전과 비교해 훨씬 많은 금품을 발견하고 회수하는 경향을 보이고 있습니다.\n　현재까지 이 능력 향상 현상으로 인한 중대한 부작용은 확인되지 않았습니다. 생환자들 역시 특별한 신체 이상이나 정신적 불안정을 호소하지 않았으며, 오히려 자신의 탐색 능력이 향상되었다고 자각하는 사례도 보고되고 있습니다. 이러한 이유로 조사대 내부에서는 이 현상을 전송 내성과 마찬가지로, 특정 조건을 충족하고 생환했을 때 획득하는 일종의「능력」으로 인식하기 시작했습니다.\n　다만 이 능력이 획득되는 메커니즘은 여전히 수수께끼에 싸여 있습니다. 한때는「쓰레기장」계층에 다녀오는 것 자체가 조건으로 여겨졌으나, 실험 결과 단순히 방문하는 것만으로는 능력 획득이 확인되지 않았습니다.",
SKILL_1789,肉が食べたい、他は何もいらない,"I want to eat meat, I don't need anything else.",想吃肉，其他什么都不需要。,想吃肉，其他什麼都不需要,고기가 먹고 싶다. 다른 건 아무것도 필요 없다.,"Хочу мяса, больше ничего не нужно."
SKILL_1790,肉を食べたい気持ちになっています。時間が経てば治まります。(「無害なお肉屋さん」階で取得),"In the mood for eating meat. This feeling will subside over time. (Obtained on the ""Harmless Butcher Shop"" floor)",涌现出想吃肉的心情。随著时间经过会逐渐平息。(于「无害的肉店」楼取得),湧現出想吃肉的心情。隨著時間經過會逐漸平息。(於「無害的肉店」樓取得),고기를 먹고 싶은 기분이다. 시간이 지나면 가라앉는다.(「무해한 정육점」층에서 획득),
SKILL_1791,本日、通称「無害なお肉屋さん」の階層において、強い食欲誘発現象を確認しました。当該階層は、各種店舗が軒を連ねる市場のような様相を呈していますが、現在営業しているのは一軒の肉屋のみです。\n　この肉屋の前を通過した際、調査隊員複数名が、強烈な肉への欲求を感じたと報告しました。その欲求は、通常の空腹感とは異なり、比較的強い渇望感を伴うものでした。\n　所持金があり、実際に肉を購入して食した隊員は、速やかにこの欲求から解放されました。しかし、金銭を持ち合わせていなかった隊員は、その後も比較的長い時間にわたり、肉への強い欲求が持続したと報告しています。この持続時間は個人差がありましたが、数時間から半日に及ぶケースも見られました。その場合も、肉を食べる事で落ち着きました。食べる肉は、この肉屋のものである必要はありませんでした。\n　懸念すべき点として、一部の「感受性の高い」人間において、この食欲誘発現象がより強く、かつ異質な形で現れることが確認されました。彼らは、売られている肉に対する欲求に加え、近傍に存在する他の生物に対して、捕食に近い衝動を感じたと訴えています。幸い、理性によってその衝動を抑え込むことができましたが、状況によっては危険な事態に発展する可能性も否定できません。\n　この現象の発生源は、明らかに現在営業している店舗にあると考えられます。幸い、通常の理性で抑え込む事が可能ですし、肉を食べればその欲求から解放されます。むしろ、食料調達の拠点となりうるため、活用方法を検討すべきでしょう。売られている肉に怪異性が無い事は確認済です。\n　ところで、この肉屋には店主がいます。大柄の男で、常にカウンターの向こう側におり、黙々と作業をしています。言葉は発しませんが、金銭のやりとり等のコミュニケーションに問題はありません。怪異ではなく普通の人間と思われますが、素性は不明です。この怪異の影響で今の形になっているかもしれない可能性を考えると、「肉屋と客」以上の関係性構築や余計な干渉はしない方が賢明と思われます。,"Today, a strong appetite-inducing phenomenon was confirmed on the floor commonly known as the ""Harmless Butcher Shop."" While this floor presents the appearance of a market lined with various shops, only one butcher shop is currently in operation.\n When passing in front of this butcher shop, multiple survey team members reported feeling an intense craving for meat. Unlike normal hunger, this desire was accompanied by a relatively strong sense of starvation.\n Team members who had money and actually purchased and consumed the meat were promptly released from this craving. On the other hand, members who did not carry any money reported that their strong craving for meat persisted for a relatively long period afterward. While the duration of this persistence varied among individuals, cases lasting from several hours to half a day were observed. Even in those instances, the craving was settled by eating meat. The meat consumed did not necessarily have to be from this specific butcher shop.\n As a point of concern, it was confirmed that for some ""highly sensitive"" individuals, this appetite-inducing phenomenon manifested more strongly and in an anomalous form. They complained that, in addition to the desire for the meat being sold, they felt an impulse close to predation toward other living organisms in the vicinity. Fortunately, they were able to suppress the impulse through reason, but the possibility that it could develop into a dangerous situation depending on the circumstances cannot be denied.\n The source of this phenomenon is considered to be clearly located in the store currently in operation. Fortunately, it can be suppressed with normal reasoning, and eating meat releases one from the craving. Rather, since it can serve as a base for food procurement, we should consider ways to utilize it. It has already been confirmed that the meat being sold possesses no Anomaly characteristics.\n By the way, this butcher shop has a shopkeeper. He is a large-built man who is always behind the counter, silently working. Though he does not speak, there are no issues with communication, such as exchanging money. He appears to be a normal human rather than an Anomaly, but his background is unknown. Considering the possibility that he might have taken his current form due to the influence of this Anomaly, it would be wise not to interfere unnecessarily or build any relationship beyond that of a ""butcher and customer.""",今日，在通称「无害的肉店」这层楼，确认到了强烈的食欲诱发现象。该楼层呈现出各式店舖林立的市场样貌，但目前仍在营业的，只有一间肉店。\n　通过这间肉店前方时，多名调查队员回报，感受到了对肉的强烈渴望。那种渴望，与一般的饥饿感不同，伴随著相对强烈的渴求感。\n　身上有钱、实际购买肉品食用的队员，很快就从这股渴望中解脱了。然而，没有携带金钱的队员，回报指出之后仍持续了相对较长时间的强烈肉欲。这段持续时间因人而异，部分案例甚至长达数小时到半天。在那种情况下，只要吃了肉，也会平静下来。所吃的肉，并不需要是这间肉店的肉。\n　值得担忧的一点是，已确认部分「感受性较高」的人类，这种食欲诱发现象会以更强烈、且更为异质的形式呈现。他们表示，除了对店里贩售的肉品产生渴望之外，还对附近存在的其他生物，感受到了近乎捕食的冲动。所幸，透过理性勉强压制住了那股冲动，但视情况而定，也不能排除演变成危险事态的可能性。\n　这个现象的发生源头，明显被认为来自目前仍在营业的那间店舖。所幸，靠一般的理性便能压制下来，只要吃了肉，便能从那股渴望中解脱。倒不如说，这里很可能成为食物采购的据点，应当研拟活用方式。已确认店里贩售的肉品本身并不具备怪异性。\n　顺带一提，这间肉店里有店主。是一名体格高大的男子，总是待在柜台另一侧，默默地进行作业。虽然不发一语，但金钱往来等沟通并无问题。虽然被认为并非怪异，而是普通的人类，但身分不明。考量到他或许是受到这项怪异的影响才变成现在这副模样，明智的做法应是不去建立「店主与客人」以上的关系，也不进行多余的干涉。,今日，在通稱「無害的肉店」這層樓，確認到了強烈的食慾誘發現象。該樓層呈現出各式店舖林立的市場樣貌，但目前仍在營業的，只有一間肉店。\n　通過這間肉店前方時，多名調查隊員回報，感受到了對肉的強烈渴望。那種渴望，與一般的飢餓感不同，伴隨著相對強烈的渴求感。\n　身上有錢、實際購買肉品食用的隊員，很快就從這股渴望中解脫了。然而，沒有攜帶金錢的隊員，回報指出之後仍持續了相對較長時間的強烈肉慾。這段持續時間因人而異，部分案例甚至長達數小時到半天。在那種情況下，只要吃了肉，也會平靜下來。所吃的肉，並不需要是這間肉店的肉。\n　值得擔憂的一點是，已確認部分「感受性較高」的人類，這種食慾誘發現象會以更強烈、且更為異質的形式呈現。他們表示，除了對店裡販售的肉品產生渴望之外，還對附近存在的其他生物，感受到了近乎捕食的衝動。所幸，透過理性勉強壓制住了那股衝動，但視情況而定，也不能排除演變成危險事態的可能性。\n　這個現象的發生源頭，明顯被認為來自目前仍在營業的那間店舖。所幸，靠一般的理性便能壓制下來，只要吃了肉，便能從那股渴望中解脫。倒不如說，這裡很可能成為食物採購的據點，應當研擬活用方式。已確認店裡販售的肉品本身並不具備怪異性。\n　順帶一提，這間肉店裡有店主。是一名體格高大的男子，總是待在櫃台另一側，默默地進行作業。雖然不發一語，但金錢往來等溝通並無問題。雖然被認為並非怪異，而是普通的人類，但身分不明。考量到他或許是受到這項怪異的影響才變成現在這副模樣，明智的做法應是不去建立「店主與客人」以上的關係，也不進行多餘的干涉。,"오늘, 통칭「무해한 정육점」층에서 강한 식욕 유발 현상이 확인되었다. 해당 층은 각종 상점이 늘어서 있는 시장과 같은 모습을 보이지만, 현재 영업 중인 곳은 단 하나의 정육점뿐이다.\n　이 정육점 앞을 지나갈 때 조사대원 다수가 강렬한 고기에 대한 욕구를 느꼈다고 보고하였다. 그 욕구는 일반적인 공복감과는 달리 비교적 강한 갈망을 동반하는 것이었다.\n　소지금이 있어 실제로 고기를 구매하여 섭취한 대원은 즉시 이 욕구에서 해방되었다. 그러나 금전을 가지고 있지 않았던 대원은 이후에도 비교적 오랜 시간 동안 고기에 대한 강한 욕구가 지속되었다고 보고되었다. 지속 시간에는 개인차가 있었으나 수 시간에서 반나절에 이르는 사례도 확인되었다. 이 경우에도 고기를 섭취하면 진정되었다. 섭취한 고기는 반드시 이 정육점의 것일 필요는 없었다.\n　우려할 점으로, 일부「감수성이 높은」인간에게서는 이 식욕 유발 현상이 더욱 강하고 이질적인 형태로 나타나는 것이 확인되었다. 이들은 판매되는 고기에 대한 욕구에 더해 근처에 존재하는 다른 생물에 대해 포식에 가까운 충동을 느꼈다고 진술하였다. 다행히 이성에 의해 해당 충동은 억제되었으나, 상황에 따라 위험한 사태로 발전할 가능성도 배제할 수 없다.\n　이 현상의 발생 원인은 명백히 현재 영업 중인 점포에 있는 것으로 보인다. 다행히도 일반적인 이성으로 억제 가능하며, 고기를 섭취하면 해당 욕구는 해소된다. 오히려 식량 조달 거점으로 활용할 수 있으므로 활용 방안을 검토할 필요가 있다. 판매되는 고기에 괴이성은 없는 것으로 확인되었다.\n　덧붙여, 이 정육점에는 점주가 존재한다. 체격이 큰 남성으로, 항상 카운터 너머에서 묵묵히 작업을 하고 있다. 말은 하지 않지만 금전 거래 등 기본적인 소통에는 문제가 없다. 괴이는 아닌 일반 인간으로 추정되나, 정체는 불명이다. 이 괴이의 영향으로 현재 상태가 형성되었을 가능성을 고려하면,「정육점과 손님」이상의 관계 형성이나 불필요한 개입은 하지 않는 것이 현명하다고 판단된다.)",
SKILL_1792,デッキに組んだ通りに場に出す,Play cards onto the field exactly as they are arranged in the deck,按照卡组中的顺序将其打出到场上,依照牌組編排的順序出牌,덱에 편성한 순서대로 행동이 나온다,Выкладывать на поле в точности согласно колоде
SKILL_1793,通常はデッキからランダムに場に出されるが、このスキルにより、行動デッキに組んだ通りに行動を場に出すようにする。(「自力探索」「警戒」をデッキに入れずに探索完了。以降は新規探索者確率付与のみ),"Normally, actions are played randomly from the deck into the field, but this skill forces actions to be played in the exact order they were built into the action deck. (Obtained by completing an exploration without including ""Self-Directed Exploration"" or ""Vigilance"" in the deck. From then on, it is only randomly granted to new investigators.)",通常会从牌组中随机出牌，但透过这项技能，行动将依照行动牌组编排的顺序出牌。(在不将「自力探索」「警戒」放入牌组的情况下完成探索。之后的新探索者仅能透过机率随机获得),通常會從牌組中隨機出牌，但透過這項技能，行動將依照行動牌組編排的順序出牌。(在不將「自力探索」「警戒」放入牌組的情況下完成探索。之後的新探索者僅能透過機率隨機獲得),"원래 행동은 덱에서 무작위로 필드에 나오지만, 이 스킬이 있으면 행동 덱에 편성한 순서대로 행동이 필드에 나오게 된다.(「자력탐색」,「경계」를 덱에 넣지 않은 상태로 탐색 완료 시 획득. 이후에는 신규 탐색자 확률 부여로만 획득 가능)",
SKILL_1794,従来の探索計画においては、事前調査に基づいた脅威予測と対策立案を主導者が行い、装備や人員を準備する形式が一般的でした。しかし、実際の探索現場においては、予期せぬ事態が発生し、その場での迅速かつ適切な判断が求められます。このような状況下では、入念な準備も、チーム全体に脅威情報と対応策が浸透していなければ、有効に機能しない可能性があります。\n　そこで、今後の探索計画においては、より一層チーム全体の連携を強化し、危機対応能力を向上させるための新たな手法を導入することを提案します。その核心となるのは、事前調査で判明したあらゆる潜在的脅威とその対処方法を、リーダーだけでなく探索チームの全メンバーが詳細に共有し、即座に実行に移せる体制を構築することです。\n　具体的な手順としては、以下の要素を計画段階に組み込みます。\n　・撤退を前提とした事前調査: 可能であれば、本格的な調査を開始する前に、どのような怪異が発生するのかを実際に現地に行き確認します。これは、探索や調査の優先度を最低とし、即撤退を前提としたものになります。\n　・脅威情報の多角的共有: 事前調査で特定された怪異の特性、行動パターン、過去の遭遇事例などを、文書、図解、シミュレーション映像など、多様な形式でチーム全体に周知徹底します。\n　・複数シナリオに基づいた対応策の策定: 各脅威に対し、標準的な対処法（回避、応戦、退却、交渉など）を複数パターン策定し、それぞれの実行手順、必要な装備、担当人員を明確化します。\n　・チーム内ロールプレイングと意思決定訓練: 事前に想定された危機的状況下において、チームメンバーがそれぞれの役割を理解し、迅速かつ的確な意思決定と行動連携を行うための訓練を実施します。これにより、現場での即興の要素を減らし、計画に基づいた効率的な対応を可能にします。\n　・情報共有と意思疎通の迅速化: 探索中は、発見した新たな脅威や状況変化をリアルタイムでチーム全体に共有するための通信プロトコルを確立します。また、リーダーの指示を待つことなく、各メンバーが状況に応じて適切な行動を自律的に選択できるような判断基準を共有します。\n　このチーム連携型危機対応プロセスを導入することで、探索チームは、用意された装備や人員を最大限に活用し、刻々と変化する現場の状況に柔軟かつ迅速に対応することが可能になります。これにより、不測の事態によるチームの危険を最小限に抑え、探索成功率の向上に繋がるものと期待されます。\n　今後の探索計画においては、上記の手順を試験的に導入し、その効果と課題を検証しながら、より洗練されたチーム連携型危機対応プロセスを確立していく予定です。,"In conventional exploration planning, the standard approach involved the leader predicting threats and planning countermeasures based on preliminary investigations, then preparing equipment and personnel accordingly. However, in actual exploration environments, unexpected situations arise, demanding prompt and appropriate decision-making on the spot. Under such circumstances, even meticulous preparation may fail to function effectively if threat information and countermeasures have not permeated the entire team.\n Therefore, for future exploration planning, we propose introducing a new methodology to further strengthen overall team coordination and enhance crisis response capabilities. The core of this approach is to establish a system where all members of the exploration team—not just the leader—share detailed knowledge of every potential threat identified during preliminary investigations and their respective countermeasures, allowing them to put these actions into effect instantly.\n As for the specific procedures, the following elements will be integrated into the planning phase:\n ・Preliminary Investigation Premised on Retreat: If possible, before commencing a full-scale investigation, the team will actually visit the site to confirm what kind of Anomalies manifest. This will be premised on immediate retreat, with exploration and investigation set to the lowest priority.\n ・Multifaceted Sharing of Threat Information: The characteristics, behavioral patterns, and past encounter history of the Anomalies identified during the preliminary investigation will be thoroughly disseminated to the entire team using various formats, such as documents, diagrams, and simulation videos.\n ・Formulation of Countermeasures Based on Multiple Scenarios: Multiple patterns of standard countermeasures (evasion, engagement, retreat, Negotiation, etc.) will be formulated for each threat, clarifying the execution procedures, required equipment, and assigned personnel for each.\n ・Intra-Team Role-Playing and Decision-Making Training: Training will be conducted to ensure that team members understand their respective roles and can execute swift, accurate decision-making and coordinated actions under pre-arranged crisis scenarios. This will reduce elements of improvisation in the field and enable efficient responses based on the plan.\n ・Accelerating Information Sharing and Communication: Communication protocols will be established to share newly discovered threats or situational changes across the entire team in real time during the exploration. Furthermore, standard criteria for judgment will be shared so that each member can autonomously choose the appropriate action according to the situation without waiting for the leader's instructions.\n By introducing this team-coordinated crisis response process, the exploration team will be able to maximize the utility of their prepared equipment and personnel, allowing them to adapt flexibly and rapidly to ever-changing field conditions. This is expected to minimize the danger to the team caused by unforeseen circumstances and lead to an increased exploration success rate.\n In future exploration planning, we intend to introduce the above procedures on an experimental basis, establishing a more refined team-coordinated crisis response process while verifying its effectiveness and identifying areas for improvement.",在以往的探索计划中，一般的形式是由主导者根据事前调查进行威胁预测与对策制定，再准备装备与人员。然而，在实际的探索现场，往往会发生意料之外的事态，需要当场做出迅速且适当的判断。在这种状况下，即使事前准备得再周全，若没有让威胁情报与应对策略渗透到整个团队之中，恐怕也无法有效发挥作用。\n　因此，提议在今后的探索计划中，引进一套能进一步强化整个团队协作、提升危机应对能力的新方法。其核心在于，将事前调查中查明的一切潜在威胁及其应对方式，不仅限于队长，而是让探索团队的全体成员都详细共享，并建立起能立即付诸实行的体制。\n　具体的步骤，将以下要素纳入规划阶段：\n　・以撤退为前提的事前调查：若条件允许，在展开正式调查之前，先实际前往现场，确认会发生何种怪异。这项调查将探索与调查的优先度设为最低，以立即撤退为前提。\n　・威胁情报的多角度共享：将事前调查中确认的怪异特性、行动模式、过去的遭遇案例等，以文件、图解、模拟影像等多样形式，彻底周知整个团队。\n　・依据多种情境制定应对策略：针对各项威胁，制定多种标准应对方法（回避、应战、撤退、交涉等）模式，并明确化各自的执行步骤、所需装备，以及负责人员。\n　・团队内角色扮演与决策训练：在事先设想的危机状况下，实施训练，使团队成员各自理解自身的角色，并能进行迅速且精准的决策与行动协调。借此，减少现场临机应变的成分，使依照计划进行有效率的应对成为可能。\n　・情报共享与沟通的迅速化：探索期间，建立能即时将发现的新威胁或状况变化共享给整个团队的通讯协议。此外，共享能让各成员无需等待队长指示、依状况自主选择适当行动的判断基准。\n　借由引进这套团队协作型危机应对流程，探索团队将能最大限度地运用备妥的装备与人员，灵活且迅速地应对瞬息万变的现场状况。预期此举将能把因意外事态而导致的团队危险降至最低，进而提升探索的成功率。\n　今后的探索计划中，将试验性地引进上述步骤，一边验证其效果与课题，一边著手建立更为洗炼的团队协作型危机应对流程。,在以往的探索計畫中，一般的形式是由主導者根據事前調查進行威脅預測與對策制定，再準備裝備與人員。然而，在實際的探索現場，往往會發生意料之外的事態，需要當場做出迅速且適當的判斷。在這種狀況下，即使事前準備得再周全，若沒有讓威脅情報與應對策略滲透到整個團隊之中，恐怕也無法有效發揮作用。\n　因此，提議在今後的探索計畫中，引進一套能進一步強化整個團隊協作、提升危機應對能力的新方法。其核心在於，將事前調查中查明的一切潛在威脅及其應對方式，不僅限於隊長，而是讓探索團隊的全體成員都詳細共享，並建立起能立即付諸實行的體制。\n　具體的步驟，將以下要素納入規劃階段：\n　・以撤退為前提的事前調查：若條件允許，在展開正式調查之前，先實際前往現場，確認會發生何種怪異。這項調查將探索與調查的優先度設為最低，以立即撤退為前提。\n　・威脅情報的多角度共享：將事前調查中確認的怪異特性、行動模式、過去的遭遇案例等，以文件、圖解、模擬影像等多樣形式，徹底周知整個團隊。\n　・依據多種情境制定應對策略：針對各項威脅，制定多種標準應對方法（迴避、應戰、撤退、交涉等）模式，並明確化各自的執行步驟、所需裝備，以及負責人員。\n　・團隊內角色扮演與決策訓練：在事先設想的危機狀況下，實施訓練，使團隊成員各自理解自身的角色，並能進行迅速且精準的決策與行動協調。藉此，減少現場臨機應變的成分，使依照計畫進行有效率的應對成為可能。\n　・情報共享與溝通的迅速化：探索期間，建立能即時將發現的新威脅或狀況變化共享給整個團隊的通訊協議。此外，共享能讓各成員無需等待隊長指示、依狀況自主選擇適當行動的判斷基準。\n　藉由引進這套團隊協作型危機應對流程，探索團隊將能最大限度地運用備妥的裝備與人員，靈活且迅速地應對瞬息萬變的現場狀況。預期此舉將能把因意外事態而導致的團隊危險降至最低，進而提升探索的成功率。\n　今後的探索計畫中，將試驗性地引進上述步驟，一邊驗證其效果與課題，一邊著手建立更為洗鍊的團隊協作型危機應對流程。,"기존의 탐색 계획에서는 사전 조사를 바탕으로 위협을 예측하고 대응책을 수립하는 역할을 주도자가 맡고, 그에 맞춰 장비와 인원을 준비하는 방식이 일반적이었습니다. 그러나 실제 탐색 현장에서는 예상치 못한 사태가 발생하기 마련이며, 그 자리에서 신속하고 적절한 판단이 요구됩니다. 이러한 상황에서는 아무리 철저하게 준비를 마쳤더라도, 위협 정보와 대응책이 팀 전체에 충분히 공유되어 있지 않다면 제대로 기능하지 못할 가능성이 있습니다.\n　이에 따라 앞으로의 탐색 계획에서는 팀 전체의 협력을 한층 강화하고 위기 대응 능력을 향상시키기 위한 새로운 방식을 도입할 것을 제안합니다. 그 핵심은 사전 조사로 밝혀진 모든 잠재적 위협과 그 대처 방법을 리더뿐만 아니라 탐색팀 전원이 상세히 공유하고, 필요할 때 즉시 실행에 옮길 수 있는 체계를 구축하는 것입니다.\n　구체적인 절차로는 다음과 같은 요소를 계획 단계에 포함합니다\n　・철수를 전제로 한 사전 조사 : 가능하다면 본격적인 조사를 시작하기 전에 현장을 직접 방문하여 어떤 괴이가 출현하는지 확인합니다. 이 과정에서는 탐색과 조사의 우선순위를 최하로 두고, 즉시 철수하는 것을 전제로 합니다.\n　・위협 정보의 다각적 공유 : 사전 조사에서 특정된 괴이의 특성, 행동 패턴, 과거 조우 사례 등을 문서, 도해, 시뮬레이션 영상 등 다양한 형태로 정리하여 팀 전체에 철저히 공유합니다.\n　・복수의 시나리오에 기반한 대응책 수립 : 각 위협에 대해 （회피, 교전, 철수, 협상） 등 여러 형태의 표준 대응 방안을 마련하고, 각각의 실행 절차와 필요 장비, 담당 인원을 명확히 규정합니다.\n　・팀 내 역할극 및 의사결정 훈련 : 사전에 예상된 위기 상황을 바탕으로 팀원들이 자신의 역할을 이해하고, 신속하고 정확한 판단과 행동 연계를 수행할 수 있도록 훈련을 실시합니다. 이를 통해 현장에서의 즉흥적인 대응을 줄이고 계획에 기반한 효율적인 대응을 가능하게 합니다.\n　・정보 공유 및 의사소통의 신속화 : 탐색 중 새롭게 발견된 위협이나 상황 변화를 실시간으로 팀 전체에 전달하기 위한 통신 프로토콜을 확립합니다. 또한 리더의 지시를 기다리지 않더라도 각 구성원이 상황에 맞는 행동을 자율적으로 선택할 수 있도록 판단 기준을 공유합니다.\n　이와 같은 팀 연계형 위기 대응 프로세스를 도입함으로써 탐색팀은 준비된 장비와 인력을 최대한 활용하고, 시시각각 변화하는 현장의 상황에 유연하고 신속하게 대응할 수 있게 됩니다. 이를 통해 예기치 못한 사태로 인한 위험을 최소화하고, 탐색 성공률 향상으로 이어질 것으로 기대됩니다.\n　향후 탐색 계획에서는 위 절차를 시범적으로 도입하여 그 효과와 문제점을 검증하고, 이를 바탕으로 더욱 정교한 팀 연계형 위기 대응 프로세스를 확립해 나갈 예정입니다.",
SKILL_1795,ノーリスク退却が可能,Allows for a risk-free retreat,可以无风险撤退,可進行零風險撤退,노리스크 철수가 가능하다,Возможен отступ без риска
SKILL_1796,財団から特別貸与された移動用オブジェクト。明らかに退路が断たれている時は絶対に使用しない事。(30回撤退。以降は新規探索者確率付与),"A mobility object specially loaned by the Foundation. Never use it when your retreat route is clearly cut off. (Retreat 30 times. From then on, it can also be randomly granted to new investigators.)",由基金会特别出借的移动用物件。在退路明显已被切断时，绝对不能使用。(撤退30次。之后将以机率方式赋予新探索者),由基金會特別出借的移動用物件。在退路明顯已被切斷時，絕對不能使用。(撤退30次。之後將以機率方式賦予新探索者),재단에서 특별 대여한 이동용 오브젝트. 퇴로가 완전히 끊긴 것이 분명한 상황에서는 절대로 사용하지 말것.(30회 철수 시 획득. 이후에는 신규 탐색자 확률 부여로도 획득 가능),
